 Three columns for each zone: (1) Tin (2) Tout-Tin (3) Tceiling-Tfloor (4) hinge height (or room height if linear profile). As many sets of 4 columns as occupied zones (indicated in the following line).
1				2				3				4				
22.02	0.00	0.00	0.00	11.00	11.02	0.00	0.00	22.02	0.00	0.00	0.00	11.00	11.02	0.00	0.00	
22.14	0.01	0.00	0.00	11.28	10.87	0.00	0.00	22.14	0.01	0.00	0.00	11.28	10.87	0.00	0.00	
22.17	0.01	0.00	0.00	11.55	10.62	0.00	0.00	22.17	0.01	0.00	0.00	11.55	10.62	0.00	0.00	
22.19	0.01	0.00	0.00	11.82	10.36	0.00	0.00	22.18	0.01	0.00	0.00	11.82	10.36	0.00	0.00	
12.10	10.11	0.00	0.00	22.21	-0.01	-0.00	0.16	12.10	10.10	0.00	0.00	22.20	-0.01	-0.00	0.15	
11.88	10.32	0.00	0.00	22.20	0.03	0.00	0.08	11.88	10.31	0.00	0.00	22.19	0.03	0.00	0.08	
11.65	10.55	0.00	0.00	22.20	0.03	0.00	0.08	11.65	10.54	0.00	0.00	22.19	0.03	0.00	0.08	
11.42	10.78	0.00	0.00	22.21	0.04	0.00	0.08	11.42	10.77	0.00	0.00	22.20	0.04	0.00	0.08	
11.20	11.01	0.00	0.00	22.21	0.05	0.00	0.08	11.20	11.00	0.00	0.00	22.20	0.05	0.00	0.08	
11.25	10.97	0.00	0.00	22.22	0.05	0.00	0.07	11.25	10.95	0.00	0.00	22.20	0.05	0.00	0.07	
11.30	10.93	0.00	0.00	22.23	0.05	0.00	0.07	11.30	10.91	0.00	0.00	22.21	0.05	0.00	0.07	
11.35	10.89	0.00	0.00	22.24	0.05	0.00	0.06	11.35	10.87	0.00	0.00	22.22	0.05	0.00	0.06	
11.40	10.85	0.00	0.00	22.25	0.05	0.00	0.00	11.40	10.83	0.00	0.00	22.23	0.05	0.00	0.00	
11.30	10.98	0.00	0.00	22.28	0.03	0.00	0.00	11.30	10.96	0.00	0.00	22.26	0.03	0.00	0.00	
11.20	11.09	0.00	0.00	22.29	0.03	0.00	0.00	11.20	11.07	0.00	0.00	22.27	0.03	0.00	0.00	
11.10	11.20	0.00	0.00	22.30	0.03	0.00	0.00	11.10	11.17	0.00	0.00	22.27	0.03	0.00	0.00	
11.00	11.30	0.00	0.00	22.30	0.03	0.00	0.00	11.00	11.28	0.00	0.00	22.28	0.03	0.00	0.00	
10.90	11.42	0.00	0.00	22.32	0.03	0.00	0.00	10.90	11.39	0.00	0.00	22.29	0.02	0.00	0.00	
10.80	11.52	0.00	0.00	22.32	0.02	0.00	0.00	10.80	11.50	0.00	0.00	22.30	0.02	0.00	0.00	
10.70	11.63	0.00	0.00	22.33	0.02	0.00	0.00	10.70	11.61	0.00	0.00	22.31	0.02	0.00	0.00	
10.60	11.74	0.00	0.00	22.34	0.03	0.00	0.11	10.60	11.71	0.00	0.00	22.31	0.03	0.00	0.12	
10.50	11.81	0.00	0.00	22.31	0.06	0.00	0.07	10.50	11.78	0.00	0.00	22.28	0.06	0.00	0.07	
10.40	11.91	0.00	0.00	22.31	0.07	0.00	0.07	10.40	11.88	0.00	0.00	22.28	0.07	0.00	0.07	
10.30	12.02	0.00	0.00	22.32	0.07	0.00	0.07	10.30	11.98	0.00	0.00	22.28	0.07	0.00	0.07	
10.20	12.12	0.00	0.00	22.32	0.07	0.00	0.00	10.20	12.09	0.00	0.00	22.29	0.07	0.00	0.00	
10.42	11.93	0.00	0.00	22.36	0.05	0.00	0.00	10.42	11.90	0.00	0.00	22.32	0.04	0.00	0.00	
10.65	11.72	0.00	0.00	22.37	0.04	0.00	0.00	10.65	11.68	0.00	0.00	22.33	0.04	0.00	0.00	
10.88	11.50	0.00	0.00	22.38	0.04	0.00	0.00	10.88	11.46	0.00	0.00	22.34	0.04	0.00	0.00	
11.10	11.28	0.00	0.00	22.38	0.04	0.00	0.00	11.10	11.25	0.00	0.00	22.35	0.04	0.00	0.00	
11.53	10.87	0.00	0.00	22.39	0.04	0.00	0.00	11.53	10.83	0.00	0.00	22.35	0.04	0.00	0.00	
11.95	10.45	0.00	0.00	22.40	0.04	0.00	0.00	11.95	10.41	0.00	0.00	22.36	0.04	0.00	0.00	
12.38	10.04	0.00	0.00	22.41	0.04	0.00	0.00	12.38	9.99	0.00	0.00	22.37	0.04	0.00	0.00	
12.80	9.62	0.00	0.00	22.42	0.04	0.00	0.09	12.80	9.57	0.00	0.00	22.37	0.04	0.00	0.09	
13.58	8.83	0.00	0.00	22.41	0.07	0.00	0.05	13.58	8.79	0.00	0.00	22.36	0.07	0.00	0.05	
14.35	8.07	0.00	0.00	22.42	0.09	0.00	0.03	14.35	8.02	0.00	0.00	22.37	0.08	0.00	0.03	
15.12	7.31	0.00	0.00	22.43	0.11	0.00	0.01	15.12	7.26	0.00	0.00	22.38	0.10	0.00	0.01	
15.90	6.55	0.00	0.00	22.45	0.13	0.00	0.00	15.90	6.50	0.00	0.00	22.40	0.12	0.00	0.00	
16.65	5.82	0.00	0.00	22.47	0.15	0.00	0.00	16.65	5.76	0.00	0.00	22.41	0.14	0.00	0.00	
17.40	5.08	0.00	0.00	22.48	0.17	0.00	0.00	17.40	5.02	0.00	0.00	22.42	0.16	0.00	0.00	
18.15	4.34	0.00	0.00	22.49	0.19	0.00	0.00	18.15	4.29	0.00	0.00	22.44	0.17	0.00	0.00	
18.90	3.61	0.00	0.00	22.51	0.21	0.00	0.00	18.90	3.55	0.00	0.00	22.45	0.19	0.00	0.00	
19.67	2.85	0.00	0.00	22.52	0.24	0.00	0.00	19.67	2.79	0.00	0.00	22.46	0.22	0.00	0.00	
20.45	2.09	0.00	0.02	22.54	0.29	0.00	0.00	20.45	2.02	0.00	0.02	22.47	0.26	0.00	0.00	
21.22	1.32	0.00	0.06	22.55	0.33	0.00	0.00	21.22	1.26	0.00	0.06	22.48	0.30	0.00	0.00	
22.00	0.56	0.00	0.05	22.56	0.38	0.00	0.00	22.00	0.49	0.00	0.04	22.49	0.35	0.00	0.00	
22.40	0.17	0.00	0.13	22.57	0.42	0.00	0.00	22.40	0.10	0.00	0.13	22.50	0.38	0.00	0.00	
22.80	-0.22	-0.00	0.08	22.58	0.46	0.00	0.00	22.80	-0.29	-0.00	0.00	22.51	0.42	0.00	0.00	
23.20	-0.62	-0.00	0.00	22.58	0.50	0.00	0.00	22.96	-0.45	-0.00	0.00	23.20	-0.24	-0.00	0.00	
23.60	-1.01	-0.00	0.11	22.59	0.53	0.00	0.00	23.60	-1.08	-0.00	0.10	22.52	0.48	0.00	0.00	
23.88	-1.27	-0.00	0.09	22.60	0.54	0.00	0.00	23.88	-1.35	-0.00	0.08	22.53	0.48	0.00	0.00	
24.15	-1.53	-0.00	0.08	22.62	0.53	0.00	0.00	24.15	-1.61	-0.00	0.06	22.54	0.47	0.00	0.00	
24.43	-1.79	-0.00	0.06	22.63	0.51	0.00	0.00	24.43	-1.87	-0.00	0.05	22.55	0.45	0.00	0.00	
24.70	-2.05	-0.00	0.06	22.65	0.49	0.00	0.00	24.70	-2.13	-0.00	0.05	22.57	0.43	0.00	0.00	
24.68	-2.02	-0.00	0.06	22.66	0.47	0.00	0.00	24.68	-2.10	-0.00	0.05	22.58	0.41	0.00	0.00	
24.65	-1.98	-0.00	0.06	22.67	0.45	0.00	0.00	24.65	-2.06	-0.00	0.04	22.59	0.39	0.00	0.00	
24.62	-1.94	-0.00	0.06	22.68	0.43	0.00	0.00	24.62	-2.03	-0.00	0.04	22.60	0.37	0.00	0.00	
24.60	-1.90	-0.00	0.13	22.70	0.41	0.00	0.02	24.60	-1.99	-0.00	0.12	22.61	0.35	0.00	0.03	
24.55	-1.84	-0.00	0.12	22.71	0.39	0.00	0.02	24.55	-1.93	-0.00	0.11	22.62	0.32	0.00	0.03	
24.50	-1.78	-0.00	0.12	22.72	0.37	0.00	0.02	24.50	-1.87	-0.00	0.11	22.63	0.30	0.00	0.02	
24.45	-1.72	-0.00	0.11	22.73	0.35	0.00	0.01	24.45	-1.81	-0.00	0.10	22.64	0.29	0.00	0.02	
24.40	-1.66	-0.00	0.04	22.74	0.33	0.00	0.00	24.40	-1.76	-0.00	0.02	22.64	0.27	0.00	0.00	
24.10	-1.35	-0.00	0.05	22.75	0.32	0.00	0.00	24.10	-1.45	-0.00	0.03	22.65	0.25	0.00	0.00	
23.80	-1.03	-0.00	0.07	22.77	0.30	0.00	0.00	23.80	-1.14	-0.00	0.05	22.66	0.24	0.00	0.00	
23.50	-0.72	-0.00	0.09	22.78	0.29	0.00	0.00	23.50	-0.82	-0.00	0.07	22.68	0.23	0.00	0.00	
23.20	-0.41	-0.00	0.15	22.79	0.29	0.00	0.00	23.20	-0.52	-0.00	0.12	22.68	0.22	0.00	0.00	
22.85	-0.05	-0.00	0.29	22.80	0.28	0.00	0.00	22.85	-0.16	-0.00	0.19	22.69	0.22	0.00	0.00	
22.50	0.30	0.00	0.15	22.80	0.28	0.00	0.00	22.50	0.20	0.00	0.17	22.70	0.21	0.00	0.00	
22.15	0.66	0.00	0.10	22.81	0.27	0.00	0.00	22.15	0.55	0.00	0.09	22.70	0.21	0.00	0.00	
21.80	1.02	0.00	0.06	22.82	0.27	0.00	0.00	21.80	0.90	0.00	0.05	22.70	0.20	0.00	0.00	
21.20	1.62	0.00	0.03	22.82	0.27	0.00	0.00	21.20	1.50	0.00	0.01	22.70	0.20	0.00	0.00	
20.60	2.22	0.00	0.01	22.82	0.27	0.00	0.00	20.60	2.10	0.00	0.00	22.70	0.20	0.00	0.00	
20.00	2.81	0.00	0.00	22.81	0.27	0.00	0.00	20.00	2.69	0.00	0.00	22.69	0.21	0.00	0.00	
19.40	3.40	0.00	0.00	22.80	0.28	0.00	0.00	19.40	3.29	0.00	0.00	22.69	0.21	0.00	0.00	
18.85	3.95	0.00	0.00	22.80	0.28	0.00	0.00	18.85	3.83	0.00	0.00	22.68	0.21	0.00	0.00	
18.30	4.50	0.00	0.00	22.80	0.28	0.00	0.00	18.30	4.38	0.00	0.00	22.68	0.22	0.00	0.00	
17.75	5.05	0.00	0.00	22.80	0.29	0.00	0.00	17.75	4.93	0.00	0.00	22.68	0.22	0.00	0.00	
17.20	-0.60	-0.55	1.00	16.60	2.72	1.93	1.00	17.20	-0.60	-0.55	1.00	16.60	2.67	1.89	1.00	
16.60	0.32	0.31	1.00	16.92	0.31	0.26	1.00	16.60	0.31	0.30	1.00	16.91	0.29	0.25	1.00	
16.00	0.33	0.31	1.00	16.33	0.31	0.27	1.00	16.00	0.31	0.30	1.00	16.31	0.30	0.26	1.00	
15.40	0.34	0.32	1.00	15.74	0.32	0.27	1.00	15.40	0.33	0.31	1.00	15.73	0.31	0.26	1.00	
14.80	0.35	0.33	1.00	15.15	0.34	0.28	1.00	14.80	0.34	0.33	1.00	15.14	0.32	0.27	1.00	
14.50	0.34	0.32	1.00	14.84	0.33	0.28	1.00	14.50	0.33	0.32	1.00	14.83	0.32	0.27	1.00	
14.20	0.34	0.32	1.00	14.54	0.33	0.28	1.00	14.20	0.33	0.32	1.00	14.53	0.32	0.27	1.00	
13.90	0.34	0.32	1.00	14.24	0.33	0.28	1.00	13.90	0.34	0.32	1.00	14.24	0.33	0.28	1.00	
13.60	0.34	0.33	1.00	13.94	0.33	0.28	1.00	13.60	0.34	0.32	1.00	13.94	0.33	0.28	1.00	
13.40	0.34	0.32	1.00	13.74	0.33	0.28	1.00	13.40	0.33	0.32	1.00	13.73	0.33	0.28	1.00	
13.20	0.33	0.32	1.00	13.53	0.33	0.28	1.00	13.20	0.33	0.32	1.00	13.53	0.33	0.28	1.00	
13.00	0.33	0.32	1.00	13.33	0.33	0.28	1.00	13.00	0.33	0.32	1.00	13.33	0.33	0.28	1.00	
12.80	0.33	0.32	1.00	13.13	0.33	0.28	1.00	12.80	0.33	0.32	1.00	13.13	0.33	0.28	1.00	
12.85	0.31	0.30	1.00	13.16	0.31	0.27	1.00	12.85	0.32	0.30	1.00	13.17	0.31	0.27	1.00	
12.90	0.30	0.29	1.00	13.20	0.30	0.26	1.00	12.90	0.31	0.29	1.00	13.21	0.30	0.26	1.00	
12.95	0.29	0.28	1.00	13.24	0.29	0.25	1.00	12.95	0.30	0.29	1.00	13.25	0.29	0.25	1.00	
13.00	0.98	0.00	0.08	13.98	0.28	0.00	0.00	13.00	1.00	0.00	0.08	14.00	0.28	0.00	0.00	
